95	121	161	137	177	30
96	141	161	157	177	30
97	161	161	177	177	30
98	181	161	197	177	30
99	201	161	217	177	30
100	1	181	17	197	30
101	21	181	37	197	30
102	41	181	57	197	30
103	61	181	77	197	30
104	81	181	97	197	30
105	101	181	117	197	30
106	121	181	137	197	30
107	141	181	157	197	30
108	161	181	177	197	30
109	181	181	197	197	30
110	201	181	217	197	30
111	1	201	17	217	30
112	21	201	37	217	30
113	41	201	57	217	30
114	61	201	77	217	30
115	81	201	97	217	30
116	101	201	117	217	30
117	121	201	137	217	30
118	141	201	157	217	30
119	161	201	177	217	30
120	181	201	197	217	30
121	201	201	217	217	30
122	1	221	17	237	30
123	21	221	37	237	30
124	41	221	57	237	30
125	61	221	77	237	30
126	81	221	97	237	30
127	101	221	117	237	30
128	121	221	137	237	30
129	141	221	157	237	30
130	161	221	177	237	30
131	181	221	197	237	30
132	201	221	217	237	30
133	1	241	17	257	30
134	21	241	37	257	30
135	41	241	57	257	30
136	61	241	77	257	30
137	81	241	97	257	30
138	101	241	117	257	30
139	121	241	137	257	30
140	141	241	157	257	30
141	161	241	177	257	30
142	181	241	197	257	30
143	201	241	217	257	30
#=========Sophia===========
# run hight
10001	109	5	135	23	20
10002	77	5	103	23	20
10003	44	5	70	23	20
10004	13	5	39	23	20
# run low
10101	246	30	272	48	20
10102	214	30	240	48	20
10103	182	30	208	48	20
10104	149	30	175	48	20
# jump up
10201	109	117	135	151	20
10202	77	117	103	151	20
10203	44	117	70	151	20
10204	10	117	36	151	20
# jump down
10301	109	38	135	72	20
10302	78	38	104	72	20
10303	44	38	70	72	20
10304	12	38	38	72	20
# turn run
10401	110	92	136	110	20
10402	145	92	171	110	20
# turn jump 
10501	111	175	135	209	20
10502	146	175	170	209	20
# up
10601	208	153	242	187	20
10602	208	203	242	237	20
10603	208	246	242	280	20
10604	204	283	238	317	20
# up run hight
10701	204	283	238	317	20
10702	147	283	181	317	20
10703	83	283	117	317	20
10704	5	283	39	317	20
# up run low
10801	203	366	237	400	20
10802	143	366	177	400	20
10803	84	366	118	400	20
10804	9	366	43	400	20
# up jump
10901	201	414	235	451	20
10902	139	414	173	451	20
10903	72	414	106	451	20
10904	9	414	43	451	20
# down
11001	204	283	238	317	20
11002	208	246	242	280	20
11003	208	203	242	237	20
11004	208	153	242	187	20
# transform
11101	105	326	131	360	20
# die
11201	148	320	196	360	20
11202	213	74	277	121	20
#==========mini jason=============
# IDLE
20001	121	3	131	20	10
# run
20101	95	3	105	20	10
20102	82	3	92	20	10
# jump
20201	108	3	118	20	10
# down run
20301	49	10	66	20	10
20302	32	10	49	20	10
# climb
20401	67	4	79	20	10
20402	193	4	205	20	10
#die
20501	117	23	131	39	10
20502	98	23	114	39	10
20503	81	23	95	39	10
20504	61	23	77	39	10
20505	43	23	59	39	10

#========worm========
# walking
40001	46	412	64	422	0
40002	64	412	82	422	0
#worm die

#========Dome===============
#walking left-right up
50001	67	424	85	441	0
50002	87	424	105	441	0
#walking left-right down
50101	67	479	85	496	0
50102	87	479	105	496	0
#walking up-down left
50201	50	461	67	479	0
50202	50	441	67	459	0
#walking up-down right
50301	105	461	122	479	0
50302	105	441	122	459	0

#========Floater 2==========
# flying
60001	84	407	102	422	0
# fire
60101	104	407	122	422	0
# die
#=======insect===========
#flying
70001	84	530	102	548	0
70002	104	530	122	548	0
#die
#=======jumper2==========
#walking
80001	105	499	122	525	0
80002	85	499	102	525	0
80003	67	499	84	525	0
#======orb============
#rolling
90001	118	387	136	403	0
90002	98	387	116	403	0
90003	78	387	96	403	0
90004	58	387	76	403	0
#========skull========
# flying
100001	42	530	60	551	0
# fire
100101	62	527	80	548	0
# die
#========mine========
#blinking
110001	53	557	68	565	0
110002	76	557	91	565	0
#die

#=======cannon=======
# normal
130001	96	603	122	629	0
# vertical fire
130002	41	605	67	631	0
# horizontal fire
130003	68	603	94	629	0
# die

#======eyeball======
# moving
140001	136	550	152	566	0
140002	102	550	118	566	0
140003	119	550	135	566	0
# die

#======sophia_bullet======
200001	300	113	326	121	60
200002	406	103	414	129	60

#======red_bullet======
210001	359	113	367	121	60

#======black_bullet======
220001	258	12	268	22	60

#======floater_bullet======
230001	360	164	366	170	60

#======item_hp======
260001	255	109	271	125	60

#======rocket======
270001	348	14	367	22	60
270002	395	62	414	70	60

#======HPBar=======
500001	1	0	11	95	70
500002	12	0	22	95	70
500003	23	0	33	95	70
500004	34	0	44	95	70
500005	45	0	55	95	70
500006	56	0	66	95	70
500007	67	0	77	95	70
500008	78	0	88	95	70
500009	89	0	99	95	70

#======rock======
600001	170	102	186	118	90

#======Enemy_Bullet_Die====
900001	49	116	73	140	10
900002	32	120	48	136	10
900003	15	120	31	136	10
900004	6	124	13	132	10


#...

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#======sophia=========
100	10001	25	10002	25	10003	25	10004	25
101	10101	25	10102	25	10103	25	10104	25
102	10201	25	10202	25	10203	25	10204	25
103	10301	25	10302	25	10303	25	10304	25
104	10401	40	10402	40	10402	40
105	10501	40	10502	40	10502	40
106	10601	50	10602	50	10603	50	10604	50
107	10701	25	10702	25	10703	25	10704	25
108	10801	25	10802	25	10803	25	10804	25
109	10901	25	10902	25	10903	25	10904	25
110	11001	50	11002	50	11003	50	11004	50
111	11101	400	11101	400
112	11201	100	11202	100	11201	100	11202	1000	11201	100
#=========mini_jason==========
200	20001	200
201	20101	100	20102	100
202	20201	200
203	20301	200	20302	200
204	20401	200	20402	200
205	20501	200	20502	200	20503	200	20504	200	20505	500	20505	100
#=========Worm===========
400	40001	200	40002	200
#=========Dome==============
500	50001	200	50002	200
501	50101	200	50102	200
502	50201	200	50202	200
503	50301	200	50302	200
#=========Floater2==========
600	60001	200
601	60101	200
#=========Insect=======
700	70001	50	70002	50
#=========Jumper2=========
800	80001	200	80002	200	80003	200
#=========orb=============
900	90001	40	90002	40	90003	40	90004	40
#=========skull===========
1000	100001	200
1001	100101	200
#=========mine============
1100	110001	200	110002	200
#======cannon======
1300	130001	250	130002	250	130001	250	130003	250
#======eyeball======
1400	140001	200	140002	200	140001	200	140002	200	140001	200	140002	200	140001	200	140003	200
#======sophia_bullet======
2000	200001	1000
2001	200002	1000
#======red_bullet======
2100	210001	1000
#======black_bullet======
2200	220001	1000
#======floater_bullet======
2300	230001	1000
#======item_hp======
2600	260001	1000
#======rocket======
2700	270001	100	270002	100
#======HPbar=======
5000	500001	200
5001	500002	200
5002	500003	200
5003	500004	200
5004	500005	200
5005	500006	200
5006	500007	200
5007	500008	200
5008	500009	200
#======rock======
6000	600001	1000
#======Enemy_Bullet_Die====
9000	900001	75	900002	75	900003	75	900004	75



# id	ani1	ani2	ani3
[ANIMATION_SETS]
#======sophia=========
1	100	101	102	103	104	105	106	107	108	109	110	111	112
#======miniJason=======
2	200	201	202	203	204	205
#======worm=======
4	400	9000
#======Dome=======
5	500	501	502	503	9000
#======Floater2=======
6	600	601	9000
#======Insect=====
7	700	9000
#======Jumper2=====
8	800	9000
#======Orb=========
9	900	9000
#======skull=======
10	1000	1001	9000
#======mine========
11	1100	9000
#======cannon======
13	1300	9000
#======eyeball======
14	1400	9000
#======sophia_bullet======
20	2000	2001	9000
#======red_bullet======
21	2100	9000
#======black_bullet======
22	2200	9000
#======floater_bullet======
23	2300	9000
#======item_hp======
26	2600
#======rocket======
27	2700	2001	9000
#======hpbar=======
50	5000	5001	5002	5003	5004	5005	5006	5007	5008
#======rock======
60	6000
