[MAP]
#x	y	width	height
1024	1808	512	1248
[GRID]
#grid_width	grid_height
128	156
#object type: 1 = sophia, 2 = minijason, 3 = jason, 4 = worm, 5 = dome, 6 = floater2
#object type: 7 = insect, 8 = jumper2, 9 = orb, 10 = skull, 11 = mine, 12 = teleporter, 13 = cannon
#object type: 14 = eyeball, 15 = brick, 16 = spike, 17 = Gate, 18 = ladder, 19 = magma
#object type: 80 = gatescene, 81 = brokenable-brick
[DYNAMIC_OBJECTS]
#type	x	y	grid_id	ani_set_id
15	1240	2024	5	65
15	1256	2024	5	64
15	1272	2024	5	65
15	1288	2024	6	64
15	1304	2024	6	65
15	1320	2024	6	64
15	1336	2024	6	65
15	1352	2024	6	64
15	1368	2024	6	65
15	1384	2024	6	64
15	1400	2024	6	65
15	1416	2024	7	64
15	1432	2024	7	65
15	1448	2024	7	64
15	1464	2024	7	65
15	1480	2024	7	64
15	1496	2024	7	65
15	1048	2040	4	66
15	1128	2040	4	66
16	1144	2040	4	126
16	1160	2040	5	126
15	1176	2040	5	66
15	1192	2040	5	66
16	1208	2040	5	126
16	1224	2040	5	126
15	1240	2040	5	66
15	1256	2040	5	66
16	1272	2040	5	126
16	1288	2040	6	126
15	1304	2040	6	66
15	1320	2040	6	66
16	1336	2040	6	126
16	1352	2040	6	126
15	1368	2040	6	66
15	1384	2040	6	66
15	1400	2040	6	64
15	1416	2040	7	65
15	1432	2040	7	66
15	1448	2040	7	66
15	1464	2040	7	64
15	1480	2040	7	65
15	1496	2040	7	66
15	1048	2056	4	65
15	1512	2056	7	64
15	1048	2072	4	66
15	1512	2072	7	66
15	1064	2088	4	64
15	1080	2088	4	65
15	1096	2088	4	64
15	1112	2088	4	65
15	1128	2088	4	64
15	1144	2088	4	65
15	1160	2088	5	64
15	1176	2088	5	65
15	1192	2088	5	64
15	1208	2088	5	65
15	1224	2088	5	64
15	1240	2088	5	65
15	1256	2088	5	64
15	1272	2088	5	65
15	1288	2088	6	64
15	1304	2088	6	65
15	1320	2088	6	64
15	1336	2088	6	65
15	1352	2088	6	64
15	1368	2088	6	65
15	1512	2088	7	64
15	1064	2104	4	66
15	1080	2104	4	64
15	1096	2104	4	65
15	1112	2104	4	66
15	1128	2104	4	66
15	1144	2104	4	64
15	1160	2104	5	65
15	1176	2104	5	66
15	1192	2104	5	66
15	1208	2104	5	64
15	1224	2104	5	65
15	1240	2104	5	66
15	1256	2104	5	66
15	1272	2104	5	64
15	1288	2104	6	65
15	1304	2104	6	66
15	1320	2104	6	66
15	1336	2104	6	64
15	1352	2104	6	65
15	1368	2104	6	66
15	1512	2104	7	66
15	1048	2120	8	65
15	1512	2120	11	64
15	1048	2136	8	66
15	1512	2136	11	66
15	1048	2152	8	65
15	1384	2152	10	64
15	1400	2152	10	65
15	1416	2152	11	64
15	1432	2152	11	65
15	1512	2152	11	64
15	1048	2168	8	66
15	1384	2168	10	66
15	1400	2168	10	64
15	1416	2168	11	65
15	1432	2168	11	66
15	1512	2168	11	66
15	1048	2184	8	65
15	1512	2184	11	64
15	1048	2200	8	66
15	1512	2200	11	66
15	1048	2216	8	65
15	1128	2216	8	64
15	1144	2216	8	65
15	1160	2216	9	64
15	1176	2216	9	65
15	1192	2216	9	64
15	1208	2216	9	65
15	1224	2216	9	64
15	1240	2216	9	65
15	1256	2216	9	64
15	1272	2216	9	65
15	1288	2216	10	64
15	1304	2216	10	65
15	1320	2216	10	64
15	1336	2216	10	65
15	1352	2216	10	64
15	1368	2216	10	65
15	1512	2216	11	64
15	1048	2232	8	66
15	1128	2232	8	66
15	1144	2232	8	64
15	1160	2232	9	65
15	1176	2232	9	66
15	1192	2232	9	66
15	1208	2232	9	64
15	1224	2232	9	65
15	1240	2232	9	66
15	1256	2232	9	66
15	1272	2232	9	64
15	1288	2232	10	65
15	1304	2232	10	66
15	1320	2232	10	66
15	1336	2232	10	64
15	1352	2232	10	65
15	1368	2232	10	66
15	1512	2232	11	66
15	1048	2248	8	65
15	1512	2248	11	64
15	1048	2264	8	66
15	1512	2264	11	66
15	1064	2280	12	64
15	1080	2280	12	65
15	1096	2280	12	64
15	1112	2280	12	65
15	1512	2280	15	64
15	1064	2296	12	66
15	1080	2296	12	64
15	1096	2296	12	65
15	1112	2296	12	66
15	1512	2296	15	66
15	1048	2312	12	65
15	1512	2312	15	64
15	1048	2328	12	66
15	1512	2328	15	66
15	1064	2344	12	64
15	1080	2344	12	65
15	1096	2344	12	64
15	1112	2344	12	65
15	1128	2344	12	64
15	1144	2344	12	65
15	1160	2344	13	64
15	1176	2344	13	65
15	1192	2344	13	64
15	1208	2344	13	65
15	1224	2344	13	64
15	1240	2344	13	65
15	1320	2344	14	64
15	1336	2344	14	65
15	1352	2344	14	64
15	1368	2344	14	65
15	1384	2344	14	64
15	1400	2344	14	65
15	1416	2344	15	64
15	1432	2344	15	65
15	1512	2344	15	64
15	1064	2360	12	66
15	1080	2360	12	64
15	1096	2360	12	65
15	1112	2360	12	66
15	1128	2360	12	66
15	1144	2360	12	64
15	1160	2360	13	65
15	1176	2360	13	66
15	1192	2360	13	66
15	1208	2360	13	64
15	1224	2360	13	65
15	1240	2360	13	66
15	1320	2360	14	66
15	1336	2360	14	64
15	1352	2360	14	65
15	1368	2360	14	66
15	1384	2360	14	66
15	1400	2360	14	64
15	1416	2360	15	65
15	1432	2360	15	66
15	1512	2360	15	66
15	1048	2376	12	65
15	1512	2376	15	64
15	1048	2392	12	66
15	1512	2392	15	66
15	1048	2408	12	65
15	1448	2408	15	64
15	1464	2408	15	65
15	1480	2408	15	64
15	1496	2408	15	65
15	1048	2424	12	66
15	1448	2424	15	66
15	1464	2424	15	64
15	1480	2424	15	65
15	1496	2424	15	66
15	1048	2440	16	65
15	1512	2440	19	64
15	1048	2456	16	66
15	1512	2456	19	66
15	1048	2472	16	65
15	1128	2472	16	64
15	1144	2472	16	65
15	1160	2472	17	64
15	1176	2472	17	65
15	1192	2472	17	64
15	1208	2472	17	65
15	1224	2472	17	64
15	1240	2472	17	65
15	1256	2472	17	64
15	1272	2472	17	65
15	1288	2472	18	64
15	1304	2472	18	65
15	1320	2472	18	64
15	1336	2472	18	65
15	1352	2472	18	64
15	1368	2472	18	65
15	1384	2472	18	64
15	1400	2472	18	65
15	1416	2472	19	64
15	1432	2472	19	65
15	1512	2472	19	64
15	1048	2488	16	66
15	1128	2488	16	66
15	1144	2488	16	64
15	1160	2488	17	65
15	1176	2488	17	66
15	1192	2488	17	66
15	1208	2488	17	64
15	1224	2488	17	65
15	1240	2488	17	66
15	1256	2488	17	66
15	1272	2488	17	64
15	1288	2488	18	65
15	1304	2488	18	66
15	1320	2488	18	66
15	1336	2488	18	64
15	1352	2488	18	65
15	1368	2488	18	66
15	1384	2488	18	66
15	1400	2488	18	64
15	1416	2488	19	65
15	1432	2488	19	66
15	1512	2488	19	66
15	1048	2504	16	65
15	1288	2504	18	66
15	1304	2504	18	66
15	1512	2504	19	64
15	1048	2520	16	66
15	1288	2520	18	66
15	1304	2520	18	66
15	1512	2520	19	66
15	1064	2536	16	64
15	1080	2536	16	65
15	1096	2536	16	64
15	1112	2536	16	65
15	1288	2536	18	66
15	1304	2536	18	66
15	1448	2536	19	64
15	1464	2536	19	65
15	1480	2536	19	64
15	1496	2536	19	65
15	1064	2552	16	66
15	1080	2552	16	64
15	1096	2552	16	65
15	1112	2552	16	66
15	1288	2552	18	66
15	1304	2552	18	66
15	1448	2552	19	66
15	1464	2552	19	64
15	1480	2552	19	65
15	1496	2552	19	66
15	1048	2568	16	65
15	1288	2568	18	66
15	1304	2568	18	66
15	1512	2568	19	64
15	1048	2584	16	66
15	1288	2584	18	117
15	1304	2584	18	117
15	1512	2584	19	66
15	1048	2600	20	65
15	1128	2600	20	64
15	1144	2600	20	65
15	1160	2600	21	64
15	1176	2600	21	65
15	1256	2600	21	64
15	1272	2600	21	65
15	1288	2600	22	64
15	1304	2600	22	65
15	1320	2600	22	64
15	1336	2600	22	65
15	1352	2600	22	64
15	1368	2600	22	65
15	1384	2600	22	64
15	1400	2600	22	65
15	1416	2600	23	64
15	1432	2600	23	65
15	1512	2600	23	64
15	1048	2616	20	66
15	1128	2616	20	66
15	1144	2616	20	64
15	1160	2616	21	65
15	1176	2616	21	66
15	1256	2616	21	66
15	1272	2616	21	64
15	1288	2616	22	65
15	1304	2616	22	66
15	1320	2616	22	66
15	1336	2616	22	64
15	1352	2616	22	65
15	1368	2616	22	66
15	1384	2616	22	66
15	1400	2616	22	64
15	1416	2616	23	65
15	1432	2616	23	66
15	1512	2616	23	66
15	1048	2632	20	65
15	1352	2632	22	66
15	1368	2632	22	66
15	1512	2632	23	64
15	1048	2648	20	66
15	1352	2648	22	66
15	1368	2648	22	66
15	1512	2648	23	66
15	1064	2664	20	64
15	1080	2664	20	65
15	1096	2664	20	64
15	1112	2664	20	65
15	1128	2664	20	64
15	1144	2664	20	65
15	1160	2664	21	64
15	1176	2664	21	65
15	1192	2664	21	64
15	1208	2664	21	65
15	1224	2664	21	64
15	1240	2664	21	65
15	1352	2664	22	66
15	1368	2664	22	66
15	1448	2664	23	64
15	1464	2664	23	65
15	1480	2664	23	64
15	1496	2664	23	65
15	1064	2680	20	66
15	1080	2680	20	64
15	1096	2680	20	65
15	1112	2680	20	66
15	1128	2680	20	66
15	1144	2680	20	64
15	1160	2680	21	65
15	1176	2680	21	66
15	1192	2680	21	66
15	1208	2680	21	64
15	1224	2680	21	65
15	1240	2680	21	66
15	1352	2680	22	66
15	1368	2680	22	66
15	1448	2680	23	66
15	1464	2680	23	64
15	1480	2680	23	65
15	1496	2680	23	66
15	1048	2696	20	65
15	1352	2696	22	66
15	1368	2696	22	66
15	1512	2696	23	64
15	1048	2712	20	66
15	1352	2712	22	117
15	1368	2712	22	117
15	1512	2712	23	66
15	1048	2728	20	65
15	1192	2728	21	64
15	1208	2728	21	65
15	1224	2728	21	64
15	1240	2728	21	65
15	1256	2728	21	64
15	1272	2728	21	65
15	1288	2728	22	64
15	1304	2728	22	65
15	1320	2728	22	64
15	1336	2728	22	65
15	1352	2728	22	64
15	1368	2728	22	65
15	1384	2728	22	64
15	1400	2728	22	65
15	1416	2728	23	64
15	1432	2728	23	65
15	1512	2728	23	64
15	1048	2744	24	66
15	1192	2744	25	66
15	1208	2744	25	64
15	1224	2744	25	65
15	1240	2744	25	66
15	1256	2744	25	66
15	1272	2744	25	64
15	1288	2744	26	65
15	1304	2744	26	66
15	1320	2744	26	66
15	1336	2744	26	64
15	1352	2744	26	65
15	1368	2744	26	66
15	1384	2744	26	66
15	1400	2744	26	64
15	1416	2744	27	65
15	1432	2744	27	66
15	1512	2744	27	66
15	1048	2760	24	65
15	1288	2760	26	66
15	1304	2760	26	66
15	1512	2760	27	64
15	1048	2776	24	66
15	1288	2776	26	66
15	1304	2776	26	66
15	1512	2776	27	66
15	1064	2792	24	64
15	1080	2792	24	65
15	1096	2792	24	64
15	1112	2792	24	65
15	1128	2792	24	64
15	1144	2792	24	65
15	1160	2792	25	64
15	1176	2792	25	65
15	1288	2792	26	66
15	1304	2792	26	66
15	1448	2792	27	64
15	1464	2792	27	65
15	1480	2792	27	64
15	1496	2792	27	65
15	1064	2808	24	66
15	1080	2808	24	64
15	1096	2808	24	65
15	1112	2808	24	66
15	1128	2808	24	66
16	1144	2808	24	126
16	1160	2808	25	126
15	1176	2808	25	66
15	1288	2808	26	66
15	1304	2808	26	66
15	1448	2808	27	66
15	1464	2808	27	64
15	1480	2808	27	65
15	1496	2808	27	66
15	1048	2824	24	65
15	1288	2824	26	66
15	1304	2824	26	66
15	1512	2824	27	64
15	1048	2840	24	66
15	1288	2840	26	117
15	1304	2840	26	117
15	1512	2840	27	66
15	1048	2856	24	65
15	1128	2856	24	64
15	1144	2856	24	65
15	1160	2856	25	64
15	1176	2856	25	65
15	1192	2856	25	64
15	1208	2856	25	65
15	1224	2856	25	64
15	1240	2856	25	65
15	1256	2856	25	64
15	1272	2856	25	65
15	1288	2856	26	64
15	1304	2856	26	65
15	1320	2856	26	64
15	1336	2856	26	65
15	1352	2856	26	64
15	1368	2856	26	65
15	1384	2856	26	64
15	1400	2856	26	65
15	1416	2856	27	64
15	1432	2856	27	65
15	1512	2856	27	64
15	1048	2872	24	66
15	1128	2872	24	66
15	1144	2872	24	64
15	1160	2872	25	65
15	1176	2872	25	66
15	1192	2872	25	66
15	1208	2872	25	64
15	1224	2872	25	65
15	1240	2872	25	66
15	1256	2872	25	66
15	1272	2872	25	64
15	1288	2872	26	65
15	1304	2872	26	66
15	1320	2872	26	66
15	1336	2872	26	64
15	1352	2872	26	65
15	1368	2872	26	66
15	1384	2872	26	66
15	1400	2872	26	64
15	1416	2872	27	65
15	1432	2872	27	66
15	1512	2872	27	66
15	1048	2888	24	65
15	1352	2888	26	66
15	1368	2888	26	66
15	1512	2888	27	64
15	1048	2904	28	66
15	1352	2904	30	66
15	1368	2904	30	66
15	1512	2904	31	66
15	1048	2920	28	65
15	1064	2920	28	64
15	1080	2920	28	65
15	1096	2920	28	64
15	1112	2920	28	65
15	1352	2920	30	66
15	1368	2920	30	66
15	1448	2920	31	64
15	1464	2920	31	65
15	1480	2920	31	64
15	1496	2920	31	65
15	1064	2936	28	66
15	1080	2936	28	64
15	1096	2936	28	65
15	1112	2936	28	66
15	1352	2936	30	66
15	1368	2936	30	66
15	1448	2936	31	66
15	1464	2936	31	64
15	1480	2936	31	65
15	1080	2952	28	49
15	1352	2952	30	66
15	1368	2952	30	66
15	1480	2952	31	46
17	1080	2968	28	60	16	16	1	949	2968
15	1352	2968	30	117
15	1368	2968	30	117
17	1480	2968	31	57	16	16	-1	-1	-1
15	1080	2984	28	65
15	1096	2984	28	64
15	1112	2984	28	65
15	1128	2984	28	64
15	1144	2984	28	65
15	1160	2984	29	64
15	1176	2984	29	65
15	1256	2984	29	64
15	1272	2984	29	65
15	1288	2984	30	64
15	1304	2984	30	65
15	1320	2984	30	64
15	1336	2984	30	65
15	1352	2984	30	64
15	1368	2984	30	65
15	1384	2984	30	64
15	1400	2984	30	65
15	1416	2984	31	64
15	1432	2984	31	65
15	1448	2984	31	64
15	1464	2984	31	65
15	1480	2984	31	64
15	1064	3000	28	66
15	1080	3000	28	64
15	1096	3000	28	65
15	1112	3000	28	66
15	1128	3000	28	66
15	1144	3000	28	64
15	1160	3000	29	65
15	1176	3000	29	66
15	1256	3000	29	66
15	1272	3000	29	64
15	1288	3000	30	65
15	1304	3000	30	66
15	1320	3000	30	66
15	1336	3000	30	64
15	1352	3000	30	65
15	1368	3000	30	66
15	1384	3000	30	66
15	1400	3000	30	64
15	1416	3000	31	65
15	1432	3000	31	66
15	1448	3000	31	66
15	1464	3000	31	64
15	1480	3000	31	65
15	1496	3000	31	66
15	1048	3016	28	65
15	1512	3016	31	64
15	1048	3032	28	66
15	1512	3032	31	66
15	1064	3048	28	64
15	1080	3048	28	65
15	1096	3048	28	64
15	1112	3048	28	65
15	1128	3048	28	64
15	1144	3048	28	65
15	1160	3048	29	64
15	1176	3048	29	65
15	1192	3048	29	64
15	1208	3048	29	65
15	1224	3048	29	64
15	1240	3048	29	65
15	1256	3048	29	64
15	1272	3048	29	65
15	1288	3048	30	64
15	1304	3048	30	65
15	1320	3048	30	64
15	1336	3048	30	65
15	1352	3048	30	64
15	1368	3048	30	65
15	1384	3048	30	64
15	1400	3048	30	65
15	1416	3048	31	64
15	1432	3048	31	65
15	1448	3048	31	64
15	1464	3048	31	65
15	1480	3048	31	64
15	1496	3048	31	65
